Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Sub_Category,Product_Name,Quantity,Sales,Discount,Profit,Shipping_Cost
ORD-1211,2025-06-03,CUST-143,Corporate,South,Technology,Phones,Samsung Galaxy S24,5,1081.88,0.05,126.63,21.09
ORD-1212,2025-12-11,CUST-120,Corporate,North,Technology,Phones,iPhone 15 Pro,2,1160.41,0.0,141.81,24.88
ORD-1213,2025-10-16,CUST-116,Home Office,North,Furniture,Furnishings,Anti-Fatigue Mat,9,5728.36,0.05,1234.83,10.24
ORD-1214,2025-04-08,CUST-100,Consumer,North,Furniture,Tables,Standing Desk 60in,2,183.17,0.15,19.74,26.98
ORD-1215,2025-03-17,CUST-123,Corporate,South,Office Supplies,Paper,Sticky Notes Pack,3,1896.69,0.0,312.3,8.27
ORD-1216,2025-03-09,CUST-145,Corporate,East,Technology,Accessories,Mechanical Keyboard,4,2793.62,0.0,594.51,34.52
ORD-1217,2025-01-26,CUST-148,Consumer,North,Furniture,Bookcases,Oak 4-Shelf Bookcase,4,2566.8,0.0,546.53,15.72
ORD-1218,2025-07-16,CUST-110,Consumer,South,Technology,Copiers,Canon ImageCLASS,5,1300.97,0.05,151.58,31.7
ORD-1219,2025-07-29,CUST-141,Consumer,South,Furniture,Bookcases,Walnut Bookshelf,3,2157.87,0.0,489.32,22.14
ORD-1220,2025-01-08,CUST-136,Corporate,West,Office Supplies,Appliances,Coffee Maker,6,4648.13,0.15,162.68,26.67
ORD-1221,2025-01-16,CUST-100,Consumer,East,Technology,Phones,Samsung Galaxy S24,2,290.55,0.15,29.3,8.19
ORD-1222,2025-10-10,CUST-104,Corporate,North,Technology,Copiers,Brother Laser Printer,5,3895.82,0.0,678.35,32.38
ORD-1223,2025-05-14,CUST-118,Corporate,North,Office Supplies,Paper,Sticky Notes Pack,9,2662.84,0.0,817.66,13.73
ORD-1224,2025-10-04,CUST-127,Home Office,South,Technology,Phones,Google Pixel 8,4,2902.83,0.1,241.03,22.64
ORD-1225,2025-10-06,CUST-147,Corporate,North,Technology,Copiers,Epson EcoTank,3,118.28,0.1,7.56,13.08
ORD-1226,2025-09-05,CUST-127,Corporate,South,Technology,Copiers,Canon ImageCLASS,8,576.37,0.0,106.68,30.72
ORD-1227,2025-10-30,CUST-137,Consumer,North,Office Supplies,Storage,Filing Cabinet 3-Drawer,5,2638.66,0.15,514.88,27.51
ORD-1228,2025-12-21,CUST-112,Home Office,East,Technology,Laptops,Lenovo ThinkPad,7,1034.1,0.0,201.52,10.26
ORD-1229,2025-11-24,CUST-134,Consumer,East,Furniture,Bookcases,Oak 4-Shelf Bookcase,9,3112.5,0.0,1063.11,7.08
ORD-1230,2025-03-24,CUST-145,Home Office,South,Office Supplies,Storage,Filing Cabinet 3-Drawer,7,3519.29,0.05,771.45,20.05
ORD-1231,2025-10-02,CUST-146,Consumer,West,Furniture,Chairs,Ergonomic Mesh Chair,4,363.12,0.0,37.44,18.0
ORD-1232,2025-03-30,CUST-113,Corporate,East,Technology,Accessories,Mechanical Keyboard,9,475.13,0.15,90.8,24.37
ORD-1233,2025-04-20,CUST-121,Home Office,East,Office Supplies,Appliances,Coffee Maker,1,238.95,0.0,39.89,28.25
ORD-1234,2025-09-12,CUST-120,Consumer,West,Technology,Accessories,Monitor Arm,1,593.99,0.05,46.18,30.79
ORD-1235,2025-08-04,CUST-131,Corporate,North,Office Supplies,Art,Cutting Mat,9,2542.86,0.0,362.73,33.34
ORD-1236,2025-02-07,CUST-119,Corporate,East,Office Supplies,Art,Cutting Mat,3,1580.99,0.2,158.3,26.8
ORD-1237,2025-09-14,CUST-107,Corporate,South,Furniture,Chairs,Executive Leather Chair,1,46.22,0.05,13.2,10.64
ORD-1238,2025-12-28,CUST-100,Consumer,North,Technology,Accessories,Monitor Arm,3,1098.79,0.0,272.19,20.18
ORD-1239,2025-02-18,CUST-145,Consumer,West,Office Supplies,Art,Marker Set 24-Pack,7,4515.21,0.05,865.83,12.39
ORD-1240,2025-08-21,CUST-108,Home Office,North,Technology,Phones,Motorola Edge,5,1430.0,0.05,397.01,18.79
ORD-1241,2025-09-24,CUST-145,Home Office,North,Office Supplies,Appliances,Compact Refrigerator,8,2769.08,0.0,905.22,25.85
ORD-1242,2025-09-25,CUST-147,Consumer,South,Office Supplies,Art,Cutting Mat,5,81.14,0.05,6.67,11.24
ORD-1243,2025-08-03,CUST-148,Corporate,South,Furniture,Tables,Conference Table,1,373.15,0.0,48.61,16.41
ORD-1244,2025-03-25,CUST-148,Consumer,South,Office Supplies,Storage,Desktop Organizer,2,1079.66,0.05,168.38,22.0
ORD-1245,2025-09-23,CUST-113,Corporate,South,Technology,Phones,Google Pixel 8,3,1749.96,0.0,569.81,5.13
ORD-1246,2025-12-16,CUST-139,Home Office,North,Furniture,Furnishings,Monitor Stand,1,81.25,0.0,26.61,28.86
ORD-1247,2025-05-07,CUST-130,Consumer,West,Technology,Laptops,HP Spectre,5,2793.03,0.0,749.21,11.81
ORD-1248,2025-05-02,CUST-129,Consumer,South,Office Supplies,Binders,Zipper Binder,9,3179.91,0.0,780.83,14.88
ORD-1249,2025-11-09,CUST-135,Consumer,West,Office Supplies,Paper,Multipurpose Printer Paper,7,888.55,0.15,74.19,7.94
ORD-1250,2025-06-06,CUST-109,Corporate,West,Office Supplies,Binders,Zipper Binder,1,94.49,0.1,15.07,29.94
ORD-1251,2025-07-23,CUST-137,Consumer,West,Technology,Phones,Samsung Galaxy S24,5,971.81,0.2,83.95,7.35
ORD-1252,2025-06-03,CUST-126,Consumer,East,Office Supplies,Paper,Sticky Notes Pack,2,521.73,0.0,115.8,7.16
ORD-1253,2025-05-02,CUST-136,Home Office,North,Office Supplies,Art,Cutting Mat,9,7087.05,0.0,2411.61,15.46
ORD-1254,2025-04-19,CUST-131,Consumer,West,Technology,Phones,iPhone 15 Pro,1,432.82,0.0,70.0,29.83
ORD-1255,2025-02-11,CUST-133,Consumer,East,Furniture,Chairs,Ergonomic Mesh Chair,5,3868.19,0.05,589.82,21.57
ORD-1256,2025-10-07,CUST-134,Consumer,South,Office Supplies,Art,Drafting Pens,1,591.64,0.0,107.36,28.36
ORD-1257,2025-10-02,CUST-136,Corporate,West,Technology,Phones,iPhone 15 Pro,4,2907.8,0.0,721.87,22.17
ORD-1258,2025-11-06,CUST-144,Consumer,South,Technology,Laptops,Lenovo ThinkPad,7,790.89,0.1,80.71,31.07
ORD-1259,2025-01-12,CUST-105,Consumer,East,Furniture,Furnishings,Anti-Fatigue Mat,7,2167.44,0.0,326.86,27.38
ORD-1260,2025-07-22,CUST-149,Corporate,North,Furniture,Bookcases,Metal Storage Shelf,3,1462.99,0.05,382.67,18.25
ORD-1261,2025-11-25,CUST-107,Home Office,North,Technology,Phones,iPhone 15 Pro,8,512.23,0.15,53.92,19.33
ORD-1262,2025-07-08,CUST-130,Corporate,South,Furniture,Chairs,Executive Leather Chair,3,1675.91,0.0,293.03,14.48
ORD-1263,2025-07-13,CUST-140,Consumer,West,Furniture,Chairs,Executive Leather Chair,3,2394.87,0.05,638.86,12.43
ORD-1264,2025-05-15,CUST-102,Corporate,North,Technology,Phones,Google Pixel 8,5,97.24,0.15,17.96,28.89
ORD-1265,2025-09-14,CUST-135,Corporate,East,Office Supplies,Storage,Plastic Storage Bin,4,1338.31,0.0,250.54,6.55
ORD-1266,2025-07-07,CUST-112,Home Office,South,Technology,Phones,Google Pixel 8,6,1500.95,0.0,337.95,28.42
ORD-1267,2025-05-24,CUST-137,Consumer,South,Furniture,Chairs,Drafting Stool,2,471.18,0.1,117.36,15.96
ORD-1268,2025-01-27,CUST-128,Corporate,East,Technology,Phones,iPhone 15 Pro,5,207.15,0.0,42.26,27.31
ORD-1269,2025-01-31,CUST-116,Corporate,West,Furniture,Tables,Conference Table,4,2021.82,0.0,547.21,10.74
ORD-1270,2025-02-22,CUST-123,Consumer,South,Office Supplies,Art,Marker Set 24-Pack,7,4065.0,0.0,567.7,31.22
ORD-1271,2025-09-05,CUST-133,Corporate,North,Technology,Accessories,Wireless Mouse,1,416.24,0.0,70.36,25.62
ORD-1272,2025-12-09,CUST-123,Home Office,North,Furniture,Chairs,Ergonomic Mesh Chair,9,2680.05,0.0,832.63,13.03
ORD-1273,2025-04-10,CUST-117,Home Office,North,Office Supplies,Storage,Plastic Storage Bin,8,6174.41,0.0,1677.93,18.8
ORD-1274,2025-11-12,CUST-126,Home Office,East,Furniture,Bookcases,Walnut Bookshelf,5,2873.71,0.05,860.49,27.35
ORD-1275,2025-09-30,CUST-103,Corporate,South,Technology,Phones,Motorola Edge,3,1538.87,0.2,1.48,18.95
ORD-1276,2025-12-25,CUST-127,Home Office,East,Office Supplies,Paper,Cardstock Paper,3,915.91,0.0,267.35,16.33
ORD-1277,2025-04-10,CUST-130,Corporate,North,Technology,Laptops,Lenovo ThinkPad,6,4235.54,0.0,1141.28,22.45
ORD-1278,2025-06-11,CUST-108,Consumer,East,Furniture,Bookcases,Metal Storage Shelf,5,2752.61,0.0,673.82,5.73
ORD-1279,2025-08-23,CUST-134,Corporate,North,Furniture,Tables,Conference Table,5,1125.3,0.1,48.73,15.13
ORD-1280,2025-10-07,CUST-101,Consumer,West,Furniture,Tables,Executive Wooden Desk,9,5336.26,0.0,1742.38,11.53
ORD-1281,2025-01-29,CUST-142,Home Office,South,Furniture,Tables,Standing Desk 60in,4,1488.45,0.0,230.64,7.21
ORD-1282,2025-10-10,CUST-141,Corporate,South,Technology,Laptops,MacBook Air M3,6,2141.24,0.0,397.09,26.65
ORD-1283,2025-01-07,CUST-111,Consumer,East,Technology,Copiers,Canon ImageCLASS,7,4936.51,0.05,986.83,29.55
ORD-1284,2025-08-05,CUST-107,Consumer,East,Office Supplies,Appliances,Compact Refrigerator,2,977.17,0.0,112.31,24.49
ORD-1285,2025-01-04,CUST-125,Home Office,East,Technology,Copiers,Brother Laser Printer,6,1812.36,0.0,269.97,7.51
ORD-1286,2025-01-26,CUST-124,Corporate,North,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,5,2144.52,0.15,96.13,23.57
ORD-1287,2025-11-17,CUST-148,Home Office,South,Furniture,Furnishings,Desk Lamp,9,5009.85,0.05,1457.96,18.91
ORD-1288,2025-12-27,CUST-110,Consumer,North,Furniture,Tables,Executive Wooden Desk,2,409.77,0.05,94.82,5.44
ORD-1289,2025-10-21,CUST-121,Corporate,South,Furniture,Tables,Standing Desk 60in,3,435.34,0.0,66.3,4.6
ORD-1290,2025-06-10,CUST-116,Home Office,North,Furniture,Bookcases,Walnut Bookshelf,6,602.89,0.05,113.54,16.01
ORD-1291,2025-07-06,CUST-125,Corporate,West,Office Supplies,Appliances,Compact Refrigerator,2,961.89,0.0,245.85,34.4
ORD-1292,2025-09-17,CUST-143,Corporate,East,Technology,Laptops,MacBook Air M3,5,3815.12,0.2,223.41,30.34
ORD-1293,2025-12-18,CUST-135,Consumer,North,Office Supplies,Storage,Desktop Organizer,4,1834.37,0.1,279.29,3.39
ORD-1294,2025-03-15,CUST-135,Consumer,West,Furniture,Bookcases,Walnut Bookshelf,5,946.65,0.0,295.36,26.32
ORD-1295,2025-04-01,CUST-121,Consumer,North,Technology,Accessories,Monitor Arm,4,967.1,0.0,319.03,34.78
ORD-1296,2025-06-09,CUST-124,Corporate,North,Office Supplies,Art,Marker Set 24-Pack,3,180.89,0.0,30.55,22.91
ORD-1297,2025-06-22,CUST-128,Corporate,East,Furniture,Furnishings,Desk Lamp,2,1446.51,0.15,313.97,3.88
ORD-1298,2025-11-11,CUST-110,Corporate,North,Furniture,Chairs,Ergonomic Mesh Chair,6,4172.49,0.0,1408.69,21.61
ORD-1299,2025-05-19,CUST-120,Corporate,South,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,7,5018.05,0.15,1001.95,16.42
ORD-1300,2025-05-12,CUST-122,Consumer,East,Furniture,Furnishings,Desk Lamp,8,1288.93,0.0,404.41,9.63
ORD-1301,2025-11-20,CUST-114,Home Office,North,Office Supplies,Binders,Zipper Binder,4,2237.96,0.1,419.16,7.85
ORD-1302,2025-06-30,CUST-122,Home Office,East,Furniture,Chairs,Executive Leather Chair,9,135.08,0.0,31.15,4.75
ORD-1303,2025-05-18,CUST-139,Consumer,South,Technology,Phones,Motorola Edge,3,2123.84,0.0,313.86,12.92
ORD-1304,2025-08-27,CUST-140,Home Office,East,Furniture,Tables,Conference Table,5,2872.04,0.1,232.24,14.87
ORD-1305,2025-02-16,CUST-135,Home Office,West,Furniture,Chairs,Executive Leather Chair,5,662.19,0.0,134.83,27.12
ORD-1306,2025-02-01,CUST-133,Corporate,North,Technology,Accessories,Monitor Arm,6,1339.69,0.05,188.14,25.86
ORD-1307,2025-12-23,CUST-137,Corporate,East,Technology,Accessories,Monitor Arm,1,747.35,0.1,147.13,25.86
ORD-1308,2025-07-17,CUST-100,Consumer,South,Office Supplies,Appliances,Coffee Maker,9,2071.32,0.1,173.84,14.05
ORD-1309,2025-09-19,CUST-119,Home Office,East,Technology,Accessories,Wireless Mouse,7,3123.46,0.0,689.11,19.21
ORD-1310,2025-12-18,CUST-103,Consumer,East,Office Supplies,Art,Drafting Pens,8,5128.6,0.05,1386.15,6.12
ORD-1311,2025-08-04,CUST-128,Home Office,North,Technology,Phones,Motorola Edge,3,1056.7,0.0,233.07,6.79
ORD-1312,2025-08-28,CUST-134,Home Office,West,Office Supplies,Binders,Presentation Folder,9,1246.14,0.0,214.97,30.89
ORD-1313,2025-11-09,CUST-136,Consumer,South,Office Supplies,Binders,Presentation Folder,7,5083.95,0.0,1365.07,4.66
ORD-1314,2025-04-23,CUST-111,Consumer,East,Technology,Accessories,Monitor Arm,1,748.97,0.0,239.29,22.38
ORD-1315,2025-02-28,CUST-132,Consumer,West,Technology,Accessories,Mechanical Keyboard,5,358.04,0.0,69.95,34.43
ORD-1316,2025-03-25,CUST-106,Corporate,South,Office Supplies,Binders,Presentation Folder,8,6339.47,0.0,2125.74,32.27
ORD-1317,2025-08-06,CUST-128,Home Office,South,Furniture,Tables,Standing Desk 60in,9,5348.16,0.1,722.61,14.09
ORD-1318,2025-07-23,CUST-106,Consumer,South,Furniture,Chairs,Drafting Stool,2,481.31,0.05,144.41,22.32
ORD-1319,2025-10-22,CUST-126,Consumer,South,Office Supplies,Storage,Plastic Storage Bin,4,1941.0,0.05,434.82,11.56
ORD-1320,2025-10-17,CUST-121,Home Office,East,Office Supplies,Paper,Multipurpose Printer Paper,1,542.56,0.05,105.73,10.98
ORD-1321,2025-09-15,CUST-128,Consumer,East,Furniture,Chairs,Executive Leather Chair,5,3783.09,0.1,902.92,9.48
ORD-1322,2025-10-05,CUST-135,Corporate,North,Technology,Copiers,Canon ImageCLASS,1,317.71,0.15,39.77,33.07
ORD-1323,2025-05-18,CUST-135,Corporate,South,Furniture,Furnishings,Anti-Fatigue Mat,6,569.92,0.0,118.77,5.96
ORD-1324,2025-12-07,CUST-124,Consumer,East,Technology,Accessories,Wireless Mouse,3,1433.16,0.05,317.37,10.74
ORD-1325,2025-07-31,CUST-144,Consumer,North,Technology,Accessories,USB-C Hub,4,103.16,0.0,15.85,11.67
ORD-1326,2025-10-17,CUST-139,Consumer,South,Office Supplies,Paper,Multipurpose Printer Paper,2,614.35,0.0,197.35,15.27
ORD-1327,2025-06-13,CUST-112,Corporate,East,Furniture,Tables,Standing Desk 60in,7,4159.86,0.05,358.83,14.88
ORD-1328,2025-03-14,CUST-105,Corporate,East,Technology,Copiers,Canon ImageCLASS,6,4139.77,0.0,1228.86,16.16
ORD-1329,2025-02-27,CUST-142,Corporate,South,Furniture,Furnishings,Anti-Fatigue Mat,5,3152.15,0.0,709.3,28.12
ORD-1330,2025-07-05,CUST-112,Consumer,West,Office Supplies,Appliances,Air Purifier,6,223.35,0.0,38.03,25.81
ORD-1331,2025-08-30,CUST-100,Home Office,North,Technology,Phones,iPhone 15 Pro,5,3006.1,0.1,679.26,17.28
ORD-1332,2025-03-10,CUST-100,Consumer,West,Office Supplies,Paper,Sticky Notes Pack,9,2656.4,0.0,815.88,28.26
ORD-1333,2025-11-07,CUST-145,Home Office,West,Technology,Copiers,Brother Laser Printer,1,411.92,0.15,80.83,6.28
ORD-1334,2025-05-17,CUST-105,Corporate,East,Office Supplies,Storage,Plastic Storage Bin,5,2731.99,0.1,637.16,26.95
ORD-1335,2025-11-09,CUST-121,Consumer,East,Technology,Accessories,Wireless Mouse,4,780.94,0.0,110.36,3.06
ORD-1336,2025-05-14,CUST-143,Corporate,South,Furniture,Chairs,Executive Leather Chair,1,340.15,0.1,81.08,6.89
ORD-1337,2025-04-25,CUST-135,Consumer,South,Office Supplies,Binders,Presentation Folder,8,3990.37,0.05,673.36,16.73
ORD-1338,2025-01-19,CUST-102,Corporate,East,Furniture,Chairs,Ergonomic Mesh Chair,2,544.26,0.05,112.48,3.71
ORD-1339,2025-08-27,CUST-112,Corporate,North,Technology,Phones,Google Pixel 8,8,4466.22,0.0,884.15,31.66
ORD-1340,2025-01-07,CUST-148,Home Office,North,Technology,Laptops,MacBook Air M3,9,4891.49,0.0,1572.15,10.1
ORD-1341,2025-10-09,CUST-115,Consumer,West,Technology,Copiers,Canon ImageCLASS,9,6311.02,0.0,832.09,12.14
ORD-1342,2025-07-18,CUST-113,Corporate,East,Furniture,Chairs,Ergonomic Mesh Chair,3,76.48,0.0,20.03,3.5
ORD-1343,2025-02-17,CUST-101,Consumer,South,Furniture,Furnishings,Monitor Stand,9,5384.87,0.1,876.42,34.41
ORD-1344,2025-03-23,CUST-101,Corporate,South,Office Supplies,Art,Marker Set 24-Pack,3,563.36,0.0,108.8,5.2
ORD-1345,2025-03-03,CUST-103,Consumer,West,Office Supplies,Paper,Sticky Notes Pack,2,1068.84,0.0,108.3,28.74
ORD-1346,2025-11-13,CUST-114,Consumer,West,Technology,Laptops,Dell XPS 13,5,2120.21,0.0,571.12,27.27
ORD-1347,2025-12-21,CUST-136,Consumer,West,Technology,Accessories,USB-C Hub,9,2586.29,0.0,361.23,11.26
ORD-1348,2025-10-04,CUST-125,Home Office,North,Technology,Laptops,Dell XPS 13,6,1909.06,0.05,217.68,22.19
ORD-1349,2025-04-04,CUST-129,Home Office,West,Office Supplies,Storage,Plastic Storage Bin,2,239.83,0.0,51.01,33.67
ORD-1350,2025-03-03,CUST-137,Corporate,East,Furniture,Bookcases,Metal Storage Shelf,1,430.05,0.1,62.01,11.91
ORD-1351,2025-12-22,CUST-106,Consumer,East,Technology,Accessories,USB-C Hub,4,1509.18,0.2,207.27,27.76
ORD-1352,2025-12-06,CUST-111,Consumer,West,Technology,Phones,Google Pixel 8,6,248.62,0.15,15.35,20.83
ORD-1353,2025-04-30,CUST-145,Corporate,South,Technology,Copiers,Brother Laser Printer,8,2162.83,0.15,479.46,29.41
ORD-1354,2025-09-15,CUST-107,Consumer,South,Technology,Copiers,Brother Laser Printer,4,2895.71,0.15,522.06,24.58
ORD-1355,2025-12-31,CUST-126,Consumer,East,Technology,Phones,iPhone 15 Pro,3,97.81,0.0,28.95,21.12
ORD-1356,2025-10-31,CUST-134,Consumer,East,Furniture,Furnishings,Anti-Fatigue Mat,1,613.41,0.0,189.72,22.82
ORD-1357,2025-12-21,CUST-102,Corporate,North,Technology,Laptops,Lenovo ThinkPad,9,624.8,0.05,152.51,24.64
ORD-1358,2025-03-02,CUST-142,Corporate,West,Office Supplies,Binders,Presentation Folder,2,566.79,0.05,68.16,34.86
ORD-1359,2025-09-25,CUST-149,Corporate,North,Furniture,Furnishings,Anti-Fatigue Mat,9,3695.79,0.15,691.03,14.6
ORD-1360,2025-07-01,CUST-117,Consumer,East,Technology,Copiers,Canon ImageCLASS,7,3901.41,0.05,874.12,11.81
ORD-1361,2025-12-05,CUST-100,Corporate,West,Technology,Accessories,Monitor Arm,6,2233.86,0.05,600.63,8.43
ORD-1362,2025-04-22,CUST-132,Corporate,East,Office Supplies,Art,Cutting Mat,4,3077.29,0.05,572.43,15.86
ORD-1363,2025-11-18,CUST-136,Home Office,South,Furniture,Tables,Executive Wooden Desk,8,716.03,0.05,169.61,5.13
ORD-1364,2025-07-28,CUST-119,Home Office,West,Furniture,Tables,Executive Wooden Desk,7,2861.16,0.2,333.87,15.01
ORD-1365,2025-08-03,CUST-123,Home Office,North,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,1,503.76,0.2,36.78,30.12
ORD-1366,2025-08-10,CUST-145,Consumer,East,Technology,Accessories,Monitor Arm,1,540.41,0.15,40.55,20.66
ORD-1367,2025-04-08,CUST-149,Consumer,South,Furniture,Bookcases,Metal Storage Shelf,6,4528.63,0.0,949.27,19.96
ORD-1368,2025-10-20,CUST-139,Consumer,West,Office Supplies,Binders,Presentation Folder,8,1499.76,0.0,459.91,14.7
ORD-1369,2025-05-05,CUST-112,Consumer,North,Furniture,Tables,Executive Wooden Desk,2,567.95,0.15,24.38,5.65
ORD-1370,2025-05-10,CUST-130,Consumer,West,Furniture,Furnishings,Anti-Fatigue Mat,5,1953.1,0.1,211.55,12.97
ORD-1371,2025-04-22,CUST-122,Consumer,East,Office Supplies,Paper,Multipurpose Printer Paper,7,418.1,0.0,89.73,26.2
ORD-1372,2025-06-25,CUST-117,Corporate,West,Technology,Accessories,Mechanical Keyboard,7,4721.39,0.2,745.53,14.89
ORD-1373,2025-08-07,CUST-120,Consumer,West,Technology,Accessories,Monitor Arm,6,4038.07,0.0,1271.78,16.02
ORD-1374,2025-10-22,CUST-103,Consumer,West,Furniture,Furnishings,Desk Lamp,1,657.02,0.05,160.88,19.41
ORD-1375,2025-09-27,CUST-130,Consumer,West,Office Supplies,Storage,Filing Cabinet 3-Drawer,6,710.09,0.15,32.04,30.34
ORD-1376,2025-05-11,CUST-144,Consumer,West,Furniture,Furnishings,Desk Lamp,6,4658.35,0.05,484.29,14.99
ORD-1377,2025-04-09,CUST-109,Consumer,East,Technology,Accessories,USB-C Hub,5,762.36,0.05,93.29,9.98
ORD-1378,2025-09-07,CUST-119,Consumer,South,Technology,Phones,Google Pixel 8,2,114.02,0.0,18.02,11.49
ORD-1379,2025-09-30,CUST-123,Consumer,South,Office Supplies,Appliances,Air Purifier,8,1423.36,0.0,465.59,17.98
ORD-1380,2025-06-05,CUST-124,Corporate,East,Furniture,Tables,Conference Table,1,567.71,0.15,51.01,25.66
ORD-1381,2025-12-04,CUST-112,Corporate,South,Technology,Copiers,Epson EcoTank,1,415.81,0.05,119.03,19.32
ORD-1382,2025-02-22,CUST-122,Corporate,South,Technology,Phones,Motorola Edge,9,6063.81,0.0,644.24,17.37
ORD-1383,2025-09-22,CUST-131,Consumer,North,Technology,Laptops,MacBook Air M3,9,1471.27,0.15,232.2,22.54
ORD-1384,2025-02-11,CUST-110,Corporate,East,Technology,Phones,Motorola Edge,5,2295.69,0.15,211.91,5.12
ORD-1385,2025-07-11,CUST-107,Corporate,East,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,5,3848.86,0.05,1122.47,11.5
ORD-1386,2025-09-30,CUST-105,Corporate,South,Furniture,Tables,Executive Wooden Desk,5,3548.06,0.1,363.43,12.01
ORD-1387,2025-02-27,CUST-112,Consumer,West,Technology,Phones,Motorola Edge,7,2498.87,0.1,256.33,7.55
ORD-1388,2025-07-03,CUST-127,Consumer,South,Technology,Accessories,Monitor Arm,8,6016.9,0.0,900.27,8.28
ORD-1389,2025-07-03,CUST-111,Consumer,East,Furniture,Chairs,Ergonomic Mesh Chair,2,327.35,0.0,37.65,31.95
ORD-1390,2025-12-26,CUST-109,Consumer,West,Technology,Accessories,Mechanical Keyboard,1,20.4,0.0,5.42,16.16
ORD-1391,2025-06-11,CUST-122,Home Office,West,Office Supplies,Art,Drafting Pens,7,693.28,0.0,195.8,33.09
ORD-1392,2025-05-29,CUST-124,Home Office,West,Furniture,Chairs,Executive Leather Chair,1,106.78,0.05,31.56,7.39
ORD-1393,2025-10-29,CUST-124,Consumer,North,Furniture,Chairs,Executive Leather Chair,1,50.52,0.0,5.24,21.61
ORD-1394,2025-05-29,CUST-127,Home Office,West,Office Supplies,Binders,Presentation Folder,9,6794.89,0.0,1110.86,27.96
ORD-1395,2025-08-25,CUST-136,Consumer,North,Furniture,Chairs,Ergonomic Mesh Chair,9,6463.11,0.1,1276.04,22.74
ORD-1396,2025-09-24,CUST-127,Consumer,East,Furniture,Chairs,Drafting Stool,8,1981.13,0.15,364.49,34.47
ORD-1397,2025-04-13,CUST-130,Corporate,West,Office Supplies,Paper,Sticky Notes Pack,4,145.57,0.05,17.74,34.66
ORD-1398,2025-11-17,CUST-141,Consumer,North,Office Supplies,Storage,Plastic Storage Bin,6,4309.61,0.1,325.89,4.66
ORD-1399,2025-03-31,CUST-112,Consumer,North,Furniture,Chairs,Executive Leather Chair,3,566.02,0.0,171.0,29.36
ORD-1400,2025-10-10,CUST-112,Consumer,North,Office Supplies,Art,Cutting Mat,5,3739.97,0.05,733.96,4.05
ORD-1401,2025-01-05,CUST-125,Consumer,South,Office Supplies,Paper,Cardstock Paper,4,1825.27,0.1,101.12,16.37
ORD-1402,2025-01-19,CUST-142,Consumer,East,Technology,Accessories,USB-C Hub,4,1789.08,0.0,551.77,29.07
ORD-1403,2025-11-13,CUST-116,Home Office,South,Technology,Accessories,Monitor Arm,4,1357.36,0.05,307.19,5.24
ORD-1404,2025-08-27,CUST-103,Corporate,West,Furniture,Furnishings,Desk Lamp,2,904.55,0.0,204.07,26.41
ORD-1405,2025-07-20,CUST-138,Consumer,West,Office Supplies,Art,Drafting Pens,7,3596.6,0.05,596.18,27.08
ORD-1406,2025-05-26,CUST-149,Corporate,North,Office Supplies,Art,Cutting Mat,7,4681.95,0.05,1266.97,16.8
ORD-1407,2025-01-04,CUST-128,Home Office,West,Furniture,Tables,Executive Wooden Desk,8,3558.12,0.0,1157.8,9.89
ORD-1408,2025-11-19,CUST-141,Consumer,North,Office Supplies,Art,Marker Set 24-Pack,9,1624.91,0.15,299.54,17.1
ORD-1409,2025-07-12,CUST-119,Consumer,East,Office Supplies,Appliances,Air Purifier,3,2394.4,0.0,514.59,16.79
ORD-1410,2025-09-08,CUST-140,Consumer,South,Office Supplies,Appliances,Air Purifier,5,1280.82,0.05,216.57,8.13
ORD-1411,2025-08-25,CUST-147,Consumer,South,Furniture,Tables,Standing Desk 60in,7,4528.28,0.0,633.53,13.74
ORD-1412,2025-09-23,CUST-134,Consumer,North,Technology,Laptops,MacBook Air M3,7,849.35,0.0,269.33,32.65
ORD-1413,2025-10-25,CUST-117,Consumer,East,Technology,Accessories,Mechanical Keyboard,3,112.48,0.05,8.18,28.2
ORD-1414,2025-08-27,CUST-147,Corporate,West,Technology,Copiers,Epson EcoTank,6,2653.18,0.0,735.89,11.69
ORD-1415,2025-09-20,CUST-146,Corporate,East,Technology,Laptops,Lenovo ThinkPad,1,189.1,0.0,31.17,5.8
ORD-1416,2025-03-31,CUST-115,Consumer,South,Technology,Accessories,Monitor Arm,5,402.84,0.0,116.07,4.64
ORD-1417,2025-05-04,CUST-136,Corporate,East,Office Supplies,Art,Drafting Pens,5,3236.32,0.1,241.52,7.78
ORD-1418,2025-11-22,CUST-135,Consumer,West,Furniture,Chairs,Executive Leather Chair,4,1896.39,0.0,570.27,10.89
ORD-1419,2025-08-09,CUST-135,Home Office,West,Office Supplies,Art,Marker Set 24-Pack,7,715.7,0.05,198.85,28.3
ORD-1420,2025-05-28,CUST-108,Corporate,South,Furniture,Chairs,Drafting Stool,5,396.94,0.0,137.91,3.96
ORD-1421,2025-05-17,CUST-141,Corporate,West,Office Supplies,Paper,Cardstock Paper,3,1405.74,0.15,100.52,17.97
ORD-1422,2025-11-18,CUST-109,Consumer,West,Technology,Copiers,Brother Laser Printer,7,5239.71,0.05,1391.29,20.8
